CustomerID,Age,Gender,Tenure,Usage Frequency,Support Calls,Payment Delay,Subscription Type,Contract Length,Total Spend,Last Interaction,Churn
356630.0,34.0,Female,53.0,11.0,1.0,10.0,Premium,Annual,561.48,1.0,0.0
429116.0,35.0,Male,46.0,27.0,3.0,9.0,Basic,Annual,937.26,8.0,0.0
167131.0,37.0,Female,22.0,24.0,6.0,28.0,Basic,Monthly,180.0,24.0,1.0
118212.0,61.0,Female,37.0,2.0,7.0,1.0,Basic,Monthly,790.0,29.0,1.0
214947.0,32.0,Male,20.0,23.0,8.0,0.0,Premium,Monthly,422.03,10.0,1.0
274209.0,30.0,Female,19.0,16.0,0.0,11.0,Basic,Quarterly,830.9,8.0,0.0
420118.0,26.0,Male,4.0,16.0,0.0,0.0,Premium,Quarterly,959.2,3.0,0.0
52977.0,29.0,Male,27.0,5.0,3.0,6.0,Standard,Quarterly,819.0,28.0,1.0
141374.0,18.0,Female,49.0,5.0,5.0,23.0,Standard,Monthly,831.0,16.0,1.0
435145.0,41.0,Female,24.0,23.0,1.0,19.0,Premium,Annual,936.22,5.0,0.0
224056.0,26.0,Female,58.0,7.0,9.0,27.0,Standard,Quarterly,325.48,29.0,1.0
19903.0,54.0,Male,17.0,27.0,10.0,27.0,Basic,Quarterly,807.0,4.0,1.0
279393.0,22.0,Male,13.0,19.0,2.0,0.0,Premium,Annual,767.34,3.0,0.0
320500.0,24.0,Male,16.0,11.0,0.0,2.0,Standard,Annual,676.58,20.0,0.0
83952.0,35.0,Female,10.0,10.0,5.0,23.0,Basic,Quarterly,742.0,30.0,1.0
112712.0,61.0,Female,3.0,17.0,8.0,12.0,Basic,Annual,697.0,1.0,1.0
300346.0,50.0,Male,58.0,10.0,0.0,6.0,Premium,Quarterly,574.6,20.0,0.0
108910.0,42.0,Female,10.0,6.0,9.0,6.0,Premium,Monthly,444.0,4.0,1.0
117740.0,18.0,Female,60.0,20.0,4.0,1.0,Basic,Quarterly,720.0,6.0,1.0
192428.0,46.0,Female,17.0,1.0,8.0,13.0,Basic,Quarterly,477.0,2.0,1.0
383720.0,24.0,Male,5.0,11.0,1.0,6.0,Standard,Annual,797.75,30.0,0.0
38534.0,22.0,Male,33.0,16.0,6.0,6.0,Basic,Annual,786.0,9.0,1.0
1361.0,29.0,Male,12.0,12.0,5.0,7.0,Standard,Annual,353.0,4.0,1.0
108131.0,53.0,Female,10.0,1.0,4.0,28.0,Basic,Monthly,327.0,19.0,1.0
220213.0,18.0,Male,58.0,23.0,5.0,26.0,Standard,Monthly,415.3,9.0,1.0
61503.0,54.0,Male,4.0,14.0,2.0,29.0,Basic,Monthly,855.0,25.0,1.0
102147.0,58.0,Male,58.0,16.0,9.0,29.0,Standard,Monthly,390.0,4.0,1.0
187483.0,63.0,Female,30.0,23.0,7.0,2.0,Basic,Quarterly,787.0,19.0,1.0
194647.0,32.0,Female,41.0,25.0,8.0,8.0,Premium,Quarterly,870.0,14.0,1.0
305053.0,48.0,Female,32.0,25.0,1.0,9.0,Premium,Annual,822.63,3.0,0.0
379296.0,35.0,Male,23.0,12.0,1.0,14.0,Premium,Annual,834.17,9.0,0.0
384580.0,45.0,Male,21.0,19.0,3.0,18.0,Basic,Annual,505.46,6.0,0.0
40425.0,22.0,Female,8.0,9.0,7.0,3.0,Basic,Quarterly,133.0,7.0,1.0
221115.0,59.0,Male,45.0,19.0,9.0,3.0,Standard,Monthly,694.33,3.0,1.0
86549.0,42.0,Male,24.0,13.0,3.0,6.0,Basic,Monthly,821.0,22.0,1.0
438355.0,38.0,Female,30.0,19.0,0.0,18.0,Premium,Annual,609.05,9.0,0.0
45474.0,36.0,Male,23.0,15.0,3.0,28.0,Premium,Quarterly,586.0,13.0,1.0
23851.0,51.0,Female,10.0,25.0,2.0,3.0,Standard,Quarterly,709.0,12.0,1.0
17410.0,63.0,Female,12.0,13.0,7.0,24.0,Standard,Annual,406.0,25.0,1.0
300864.0,38.0,Male,46.0,19.0,1.0,11.0,Premium,Annual,985.01,1.0,0.0
192114.0,43.0,Female,43.0,1.0,7.0,26.0,Standard,Annual,395.0,18.0,1.0
194636.0,44.0,Male,17.0,5.0,5.0,0.0,Standard,Annual,377.0,13.0,1.0
195570.0,52.0,Female,34.0,2.0,0.0,0.0,Premium,Annual,864.0,6.0,1.0
4248.0,52.0,Female,23.0,7.0,0.0,26.0,Standard,Annual,711.0,22.0,1.0
280768.0,39.0,Male,34.0,28.0,1.0,14.0,Standard,Quarterly,958.05,8.0,0.0
14063.0,44.0,Female,18.0,14.0,0.0,14.0,Basic,Quarterly,791.0,17.0,1.0
232209.0,35.0,Male,13.0,7.0,10.0,28.0,Premium,Quarterly,663.82,20.0,1.0
21891.0,61.0,Male,60.0,25.0,1.0,12.0,Basic,Monthly,356.0,30.0,1.0
199789.0,58.0,Female,5.0,20.0,4.0,25.0,Standard,Monthly,678.0,19.0,1.0
49804.0,26.0,Female,24.0,1.0,9.0,7.0,Basic,Quarterly,887.0,8.0,1.0
282671.0,34.0,Female,55.0,24.0,3.0,12.0,Standard,Quarterly,721.53,13.0,0.0
22900.0,38.0,Male,59.0,23.0,2.0,14.0,Standard,Annual,308.0,8.0,1.0
117554.0,18.0,Female,11.0,10.0,5.0,21.0,Premium,Quarterly,728.0,25.0,1.0
111254.0,29.0,Female,55.0,14.0,0.0,3.0,Premium,Monthly,747.0,12.0,1.0
328139.0,40.0,Female,26.0,23.0,4.0,3.0,Premium,Annual,745.04,15.0,0.0
217704.0,25.0,Male,18.0,22.0,5.0,26.0,Premium,Annual,391.37,6.0,1.0
235443.0,26.0,Male,39.0,26.0,9.0,9.0,Basic,Quarterly,852.23,18.0,1.0
112167.0,61.0,Male,38.0,18.0,10.0,27.0,Basic,Annual,695.0,20.0,1.0
323873.0,30.0,Male,23.0,29.0,3.0,18.0,Premium,Quarterly,861.28,16.0,0.0
6744.0,42.0,Female,22.0,21.0,8.0,12.0,Basic,Monthly,152.0,12.0,1.0
425643.0,21.0,Male,50.0,23.0,1.0,11.0,Standard,Annual,854.05,8.0,0.0
250439.0,59.0,Male,8.0,30.0,10.0,12.0,Premium,Annual,190.38,17.0,1.0
96856.0,37.0,Female,48.0,19.0,6.0,7.0,Basic,Monthly,466.0,6.0,1.0
293910.0,26.0,Male,18.0,16.0,2.0,11.0,Standard,Quarterly,925.15,19.0,0.0
133091.0,62.0,Female,12.0,2.0,0.0,17.0,Standard,Annual,521.0,24.0,1.0
225918.0,23.0,Male,12.0,4.0,10.0,23.0,Premium,Monthly,858.06,4.0,1.0
229007.0,49.0,Female,1.0,21.0,6.0,5.0,Basic,Annual,795.51,2.0,1.0
13484.0,20.0,Female,26.0,24.0,1.0,11.0,Standard,Annual,558.0,16.0,1.0
315440.0,29.0,Male,56.0,2.0,0.0,2.0,Standard,Quarterly,675.63,1.0,0.0
56471.0,20.0,Male,54.0,27.0,1.0,10.0,Premium,Monthly,158.0,20.0,1.0
172028.0,24.0,Female,17.0,24.0,4.0,13.0,Basic,Quarterly,774.0,24.0,1.0
21509.0,30.0,Female,59.0,25.0,7.0,1.0,Premium,Annual,453.0,27.0,1.0
217776.0,50.0,Female,54.0,18.0,6.0,7.0,Premium,Quarterly,354.51,6.0,1.0
413955.0,38.0,Female,34.0,18.0,0.0,18.0,Standard,Annual,812.51,4.0,0.0
279211.0,38.0,Male,19.0,11.0,2.0,2.0,Premium,Quarterly,618.8,9.0,0.0
21661.0,26.0,Male,43.0,24.0,9.0,10.0,Premium,Annual,115.0,7.0,1.0
65213.0,54.0,Female,26.0,13.0,5.0,25.0,Basic,Monthly,298.0,22.0,1.0
30303.0,19.0,Male,24.0,24.0,2.0,7.0,Standard,Monthly,878.0,12.0,1.0
77976.0,20.0,Male,40.0,19.0,9.0,11.0,Basic,Quarterly,264.0,13.0,1.0
136329.0,48.0,Female,14.0,6.0,7.0,20.0,Basic,Annual,227.0,30.0,1.0
172732.0,31.0,Male,31.0,6.0,4.0,2.0,Premium,Monthly,436.0,15.0,1.0
198238.0,23.0,Female,41.0,12.0,4.0,7.0,Premium,Quarterly,923.0,24.0,1.0
164763.0,33.0,Female,60.0,13.0,2.0,25.0,Premium,Quarterly,952.0,8.0,1.0
336215.0,31.0,Male,42.0,15.0,3.0,0.0,Premium,Annual,551.06,24.0,0.0
149783.0,50.0,Female,33.0,29.0,9.0,14.0,Standard,Quarterly,521.0,28.0,1.0
214479.0,51.0,Female,36.0,12.0,10.0,2.0,Basic,Monthly,190.65,26.0,1.0
346706.0,42.0,Male,26.0,9.0,1.0,1.0,Basic,Annual,665.2,2.0,0.0
117393.0,22.0,Male,59.0,10.0,4.0,21.0,Basic,Quarterly,780.0,3.0,1.0
9271.0,39.0,Female,13.0,5.0,10.0,28.0,Standard,Annual,266.0,2.0,1.0
30244.0,54.0,Female,4.0,13.0,4.0,30.0,Standard,Annual,165.0,14.0,1.0
23148.0,33.0,Female,19.0,18.0,8.0,18.0,Premium,Quarterly,898.0,15.0,1.0
409206.0,19.0,Female,16.0,27.0,1.0,14.0,Standard,Quarterly,802.59,10.0,0.0
158042.0,62.0,Male,35.0,26.0,4.0,5.0,Standard,Annual,318.0,2.0,1.0
179058.0,64.0,Male,36.0,3.0,2.0,8.0,Basic,Monthly,575.0,13.0,1.0
111566.0,46.0,Female,5.0,29.0,9.0,12.0,Basic,Annual,679.0,19.0,1.0
369160.0,41.0,Female,40.0,21.0,0.0,15.0,Standard,Annual,952.52,14.0,0.0
131875.0,49.0,Female,20.0,30.0,4.0,11.0,Premium,Annual,268.0,5.0,1.0
242149.0,53.0,Male,25.0,1.0,4.0,10.0,Basic,Quarterly,995.22,15.0,1.0
67899.0,29.0,Male,20.0,22.0,7.0,16.0,Premium,Annual,293.0,22.0,1.0
100789.0,33.0,Male,2.0,8.0,8.0,25.0,Premium,Annual,910.0,8.0,1.0
52395.0,34.0,Female,50.0,26.0,10.0,20.0,Basic,Quarterly,934.0,10.0,1.0
396213.0,41.0,Male,58.0,15.0,0.0,15.0,Basic,Quarterly,902.3,6.0,0.0
240871.0,37.0,Female,5.0,1.0,6.0,23.0,Standard,Monthly,558.79,27.0,1.0
286436.0,32.0,Female,9.0,18.0,3.0,8.0,Basic,Quarterly,547.55,11.0,0.0
67798.0,64.0,Male,24.0,7.0,4.0,1.0,Basic,Quarterly,754.0,26.0,1.0
67300.0,43.0,Female,12.0,28.0,6.0,28.0,Standard,Monthly,965.0,26.0,1.0
125982.0,43.0,Male,41.0,15.0,9.0,18.0,Standard,Quarterly,858.0,29.0,1.0
250218.0,45.0,Female,44.0,26.0,6.0,12.0,Basic,Monthly,462.45,26.0,1.0
27348.0,28.0,Female,5.0,4.0,7.0,17.0,Premium,Annual,587.0,21.0,1.0
429722.0,35.0,Female,34.0,23.0,3.0,5.0,Basic,Quarterly,656.52,2.0,0.0
427270.0,42.0,Male,25.0,13.0,3.0,9.0,Standard,Quarterly,846.23,9.0,0.0
321083.0,47.0,Female,29.0,11.0,3.0,18.0,Premium,Annual,645.29,12.0,0.0
165390.0,51.0,Male,15.0,18.0,10.0,22.0,Premium,Quarterly,792.0,10.0,1.0
336543.0,44.0,Female,39.0,21.0,0.0,7.0,Basic,Quarterly,526.44,12.0,0.0
355530.0,22.0,Male,34.0,14.0,2.0,19.0,Standard,Quarterly,847.11,11.0,0.0
96048.0,35.0,Male,25.0,3.0,2.0,25.0,Premium,Annual,890.0,25.0,1.0
171675.0,18.0,Female,39.0,10.0,7.0,29.0,Standard,Annual,500.0,17.0,1.0
378200.0,46.0,Male,48.0,4.0,0.0,19.0,Premium,Quarterly,665.11,24.0,0.0
56994.0,20.0,Female,58.0,20.0,10.0,11.0,Premium,Quarterly,191.0,21.0,1.0
9047.0,36.0,Female,2.0,20.0,1.0,11.0,Premium,Monthly,872.0,22.0,1.0
162482.0,56.0,Male,4.0,24.0,6.0,25.0,Standard,Monthly,717.0,18.0,1.0
86711.0,32.0,Female,21.0,17.0,0.0,16.0,Standard,Quarterly,433.0,12.0,1.0
250904.0,33.0,Female,59.0,27.0,7.0,2.0,Standard,Monthly,291.71,6.0,1.0
432455.0,19.0,Male,59.0,26.0,0.0,10.0,Basic,Annual,836.99,14.0,0.0
15983.0,25.0,Female,46.0,17.0,5.0,6.0,Standard,Annual,150.0,17.0,1.0
360222.0,43.0,Female,10.0,18.0,3.0,20.0,Standard,Annual,737.87,13.0,0.0
115841.0,18.0,Male,8.0,7.0,6.0,28.0,Standard,Quarterly,954.0,4.0,1.0
163068.0,41.0,Female,18.0,27.0,10.0,9.0,Premium,Quarterly,719.0,20.0,1.0
285300.0,46.0,Female,44.0,30.0,1.0,4.0,Premium,Quarterly,982.74,8.0,0.0
12279.0,56.0,Female,50.0,3.0,5.0,28.0,Premium,Annual,607.0,25.0,1.0
324001.0,46.0,Female,9.0,3.0,1.0,16.0,Basic,Annual,791.62,2.0,0.0
211785.0,18.0,Male,24.0,19.0,0.0,30.0,Premium,Quarterly,592.21,16.0,1.0
198097.0,39.0,Male,19.0,19.0,4.0,10.0,Basic,Quarterly,416.0,23.0,1.0
188327.0,30.0,Female,19.0,6.0,10.0,12.0,Standard,Quarterly,931.0,8.0,1.0
98993.0,25.0,Female,12.0,13.0,7.0,16.0,Standard,Quarterly,434.0,4.0,1.0
429620.0,18.0,Male,51.0,24.0,0.0,14.0,Standard,Quarterly,634.73,8.0,0.0
165408.0,54.0,Male,21.0,3.0,2.0,28.0,Premium,Quarterly,940.0,1.0,1.0
244024.0,29.0,Female,42.0,23.0,6.0,0.0,Premium,Monthly,400.06,25.0,1.0
150988.0,38.0,Female,2.0,7.0,7.0,26.0,Premium,Quarterly,639.0,9.0,1.0
115269.0,52.0,Female,35.0,8.0,9.0,12.0,Premium,Quarterly,132.0,5.0,1.0
201359.0,49.0,Male,26.0,11.0,8.0,30.0,Premium,Monthly,783.0,14.0,1.0
7705.0,21.0,Male,58.0,12.0,1.0,8.0,Standard,Quarterly,426.0,2.0,1.0
233012.0,23.0,Female,30.0,10.0,10.0,3.0,Premium,Annual,436.18,23.0,1.0
436827.0,32.0,Female,42.0,26.0,2.0,19.0,Premium,Quarterly,912.32,10.0,0.0
191406.0,45.0,Male,46.0,30.0,7.0,1.0,Standard,Annual,419.0,14.0,1.0
224153.0,18.0,Female,6.0,15.0,0.0,21.0,Standard,Quarterly,384.6,19.0,1.0
88996.0,39.0,Male,33.0,21.0,9.0,23.0,Basic,Annual,556.0,27.0,1.0
392514.0,46.0,Female,36.0,23.0,3.0,19.0,Premium,Annual,680.54,7.0,0.0
207093.0,58.0,Female,29.0,8.0,2.0,16.0,Basic,Annual,204.39,7.0,1.0
422476.0,50.0,Male,3.0,1.0,1.0,11.0,Premium,Quarterly,543.12,22.0,0.0
96681.0,23.0,Male,18.0,29.0,10.0,28.0,Premium,Quarterly,326.0,10.0,1.0
386063.0,36.0,Female,8.0,16.0,1.0,14.0,Standard,Quarterly,988.7,7.0,0.0
21871.0,63.0,Male,34.0,4.0,7.0,4.0,Premium,Monthly,816.0,4.0,1.0
30420.0,29.0,Male,7.0,15.0,8.0,16.0,Premium,Monthly,929.0,14.0,1.0
176226.0,41.0,Male,21.0,20.0,4.0,2.0,Premium,Annual,445.0,27.0,1.0
249495.0,28.0,Female,36.0,22.0,7.0,10.0,Basic,Monthly,843.55,16.0,1.0
222917.0,51.0,Female,9.0,28.0,1.0,12.0,Basic,Monthly,178.95,21.0,1.0
220762.0,43.0,Female,38.0,2.0,1.0,12.0,Basic,Monthly,175.48,1.0,1.0
237290.0,47.0,Male,29.0,9.0,3.0,13.0,Premium,Annual,395.12,21.0,1.0
167621.0,24.0,Female,47.0,13.0,5.0,19.0,Standard,Annual,283.0,30.0,1.0
316639.0,28.0,Female,52.0,13.0,0.0,14.0,Premium,Annual,987.56,11.0,0.0
30440.0,50.0,Male,38.0,24.0,7.0,18.0,Basic,Annual,275.0,19.0,1.0
36488.0,28.0,Female,30.0,14.0,3.0,18.0,Basic,Quarterly,282.0,14.0,1.0
382274.0,30.0,Male,27.0,3.0,1.0,0.0,Premium,Annual,774.89,1.0,0.0
78998.0,62.0,Female,21.0,4.0,1.0,20.0,Basic,Quarterly,275.0,1.0,1.0
57624.0,23.0,Male,59.0,30.0,7.0,21.0,Premium,Quarterly,737.0,17.0,1.0
156152.0,47.0,Male,47.0,6.0,3.0,4.0,Standard,Quarterly,279.0,22.0,1.0
175773.0,51.0,Female,46.0,27.0,0.0,16.0,Basic,Monthly,830.0,21.0,1.0
223624.0,46.0,Female,9.0,11.0,9.0,24.0,Basic,Annual,137.73,27.0,1.0
343507.0,39.0,Female,9.0,26.0,0.0,5.0,Basic,Quarterly,985.51,2.0,0.0
57364.0,43.0,Female,21.0,1.0,5.0,8.0,Standard,Annual,776.0,5.0,1.0
300402.0,26.0,Female,28.0,13.0,0.0,3.0,Basic,Annual,875.95,9.0,0.0
401531.0,27.0,Male,37.0,12.0,1.0,18.0,Premium,Annual,947.12,16.0,0.0
260536.0,52.0,Female,6.0,27.0,8.0,6.0,Standard,Quarterly,418.0,18.0,1.0
8382.0,29.0,Female,11.0,13.0,8.0,7.0,Premium,Monthly,503.0,8.0,1.0
132902.0,47.0,Female,40.0,27.0,3.0,6.0,Premium,Monthly,894.0,8.0,1.0
2544.0,24.0,Female,5.0,24.0,1.0,22.0,Premium,Annual,581.0,22.0,1.0
180140.0,24.0,Female,26.0,20.0,1.0,9.0,Standard,Monthly,770.0,19.0,1.0
445569.0,28.0,Female,60.0,24.0,1.0,5.0,Premium,Quarterly,773.48,8.0,0.0
432397.0,36.0,Male,5.0,8.0,3.0,12.0,Standard,Quarterly,977.99,24.0,0.0
34002.0,24.0,Male,51.0,29.0,7.0,8.0,Standard,Quarterly,763.0,2.0,1.0
231180.0,60.0,Female,39.0,5.0,6.0,12.0,Standard,Monthly,453.34,10.0,1.0
188176.0,21.0,Male,33.0,9.0,3.0,16.0,Standard,Monthly,494.0,4.0,1.0
239275.0,33.0,Female,36.0,3.0,9.0,24.0,Basic,Monthly,174.43,29.0,1.0
221054.0,59.0,Female,42.0,27.0,0.0,16.0,Standard,Quarterly,727.75,20.0,1.0
22402.0,54.0,Female,24.0,18.0,2.0,13.0,Premium,Annual,427.0,11.0,1.0
31237.0,28.0,Male,18.0,28.0,0.0,25.0,Basic,Monthly,476.0,9.0,1.0
269678.0,47.0,Male,18.0,28.0,1.0,7.0,Standard,Quarterly,865.43,13.0,0.0
381913.0,49.0,Female,5.0,28.0,3.0,16.0,Standard,Quarterly,566.72,3.0,0.0
7792.0,28.0,Male,38.0,18.0,9.0,27.0,Premium,Monthly,276.0,21.0,1.0
144493.0,52.0,Female,14.0,25.0,2.0,21.0,Standard,Quarterly,652.0,4.0,1.0
90192.0,65.0,Female,33.0,14.0,9.0,18.0,Basic,Annual,859.0,8.0,1.0
377292.0,39.0,Male,23.0,10.0,1.0,12.0,Premium,Annual,996.25,6.0,0.0
197640.0,61.0,Female,7.0,24.0,1.0,10.0,Premium,Annual,642.0,17.0,1.0
79292.0,28.0,Female,57.0,14.0,6.0,9.0,Standard,Quarterly,160.0,23.0,1.0
291934.0,43.0,Male,58.0,2.0,1.0,13.0,Basic,Annual,512.0,3.0,0.0
39738.0,41.0,Male,16.0,9.0,10.0,18.0,Premium,Quarterly,694.0,26.0,1.0
262452.0,36.0,Male,17.0,18.0,3.0,1.0,Standard,Annual,551.04,24.0,0.0
158910.0,23.0,Female,40.0,9.0,1.0,2.0,Premium,Quarterly,877.0,7.0,0.0
108012.0,28.0,Female,17.0,27.0,10.0,7.0,Standard,Quarterly,864.0,23.0,1.0
199265.0,56.0,Female,18.0,29.0,1.0,16.0,Premium,Quarterly,332.0,24.0,1.0
137478.0,40.0,Female,30.0,13.0,7.0,8.0,Basic,Monthly,311.0,23.0,1.0
74926.0,26.0,Male,37.0,10.0,5.0,6.0,Basic,Annual,738.0,28.0,1.0
325606.0,47.0,Female,1.0,21.0,4.0,1.0,Premium,Annual,514.1,7.0,0.0
352997.0,31.0,Male,56.0,23.0,2.0,12.0,Standard,Annual,787.65,30.0,0.0
123209.0,36.0,Female,36.0,19.0,4.0,2.0,Premium,Monthly,160.0,26.0,1.0
301107.0,39.0,Male,60.0,28.0,1.0,19.0,Premium,Annual,571.38,5.0,0.0
146365.0,34.0,Female,39.0,6.0,10.0,2.0,Premium,Quarterly,313.0,29.0,1.0
162257.0,48.0,Female,5.0,15.0,2.0,28.0,Basic,Annual,967.0,19.0,1.0
11470.0,55.0,Female,41.0,11.0,3.0,29.0,Basic,Monthly,523.0,23.0,1.0
412438.0,28.0,Female,47.0,10.0,0.0,3.0,Basic,Quarterly,677.08,13.0,0.0
219554.0,18.0,Male,55.0,25.0,1.0,3.0,Premium,Annual,298.6,16.0,1.0
140776.0,56.0,Male,56.0,29.0,9.0,7.0,Premium,Quarterly,398.0,10.0,1.0
342842.0,35.0,Female,4.0,23.0,1.0,18.0,Premium,Quarterly,584.93,5.0,0.0
132183.0,60.0,Female,53.0,25.0,8.0,17.0,Premium,Annual,178.0,8.0,1.0
137666.0,20.0,Male,35.0,2.0,8.0,29.0,Basic,Monthly,150.0,11.0,1.0
288334.0,18.0,Male,21.0,28.0,0.0,8.0,Basic,Annual,891.46,26.0,0.0
207464.0,63.0,Male,21.0,5.0,7.0,0.0,Basic,Monthly,939.33,27.0,1.0
245127.0,52.0,Female,52.0,8.0,9.0,14.0,Premium,Monthly,835.91,20.0,1.0
383805.0,22.0,Male,33.0,30.0,0.0,3.0,Premium,Quarterly,617.54,5.0,0.0
154811.0,56.0,Male,27.0,3.0,10.0,21.0,Premium,Quarterly,909.0,20.0,1.0
230794.0,64.0,Female,20.0,20.0,7.0,5.0,Standard,Quarterly,426.45,23.0,1.0
84884.0,27.0,Male,6.0,13.0,7.0,24.0,Standard,Quarterly,880.0,20.0,1.0
45741.0,44.0,Male,16.0,13.0,10.0,4.0,Standard,Annual,639.0,4.0,1.0
52981.0,49.0,Male,35.0,17.0,9.0,19.0,Basic,Annual,667.0,27.0,1.0
357697.0,36.0,Male,12.0,24.0,1.0,1.0,Premium,Quarterly,639.97,5.0,0.0
72644.0,28.0,Male,51.0,10.0,10.0,7.0,Standard,Annual,967.0,15.0,1.0
435763.0,42.0,Male,35.0,24.0,4.0,11.0,Standard,Annual,867.58,25.0,0.0
104839.0,61.0,Male,21.0,23.0,1.0,9.0,Basic,Monthly,844.0,30.0,1.0
388159.0,32.0,Male,59.0,7.0,0.0,3.0,Premium,Quarterly,872.61,29.0,0.0
186356.0,26.0,Female,20.0,22.0,7.0,3.0,Standard,Monthly,578.0,29.0,1.0
31282.0,26.0,Female,24.0,13.0,2.0,8.0,Standard,Quarterly,506.0,10.0,0.0
99528.0,37.0,Male,29.0,29.0,7.0,15.0,Basic,Monthly,654.0,28.0,1.0
223879.0,46.0,Female,60.0,22.0,1.0,27.0,Premium,Annual,351.71,26.0,1.0
